/qr/|200|200|70158|—
/qr/qr1/|200|200|47178|—
/qr/qr10/|200|200|61251|—
/qr/qr11/|200|200|47971|—
/qr/qr12/|200|200|48451|—
/qr/qr13/|200|200|48964|—
/qr/qr14/|200|200|51179|—
/qr/qr15/|200|200|49399|—
/qr/qr16/|200|200|49548|—
/qr/qr17/|200|200|50424|—
/qr/qr18/|200|200|46599|—
/qr/qr19/|200|200|46851|—
/qr/qr2/|200|200|49806|—
/qr/qr20/|200|200|46068|—
/qr/qr21/|200|200|48780|—
/qr/qr22/|200|200|48338|—
/qr/qr23/|200|200|47714|—
/qr/qr24/|200|200|48319|—
/qr/qr25/|200|200|48331|—
/qr/qr26/|200|200|46962|—
/qr/qr27/|200|200|47815|—
/qr/qr28/|200|200|48965|—
/qr/qr29/|200|200|46052|—
/qr/qr3/|200|200|46823|—
/qr/qr30/|200|200|49383|—
/qr/qr31/|200|200|48382|—
/qr/qr32/|200|200|51956|—
/qr/qr33/|200|200|49393|—
/qr/qr34/|200|200|48573|—
/qr/qr35/|200|200|51814|—
/qr/qr36/|200|200|46814|—
/qr/qr37/|200|200|47948|—
/qr/qr38/|200|200|47443|—
/qr/qr39/|200|200|46068|—
/qr/qr4/|200|200|46063|—
/qr/qr40/|200|200|46894|—
/qr/qr41/|200|200|45725|—
/qr/qr42/|200|200|48962|—
/qr/qr43/|200|200|46763|—
/qr/qr44/|200|200|49483|—
/qr/qr45/|200|200|46781|—
/qr/qr46/|200|200|49952|—
/qr/qr47/|200|200|48175|—
/qr/qr48/|200|200|49312|—
/qr/qr5/|200|200|46842|—
/qr/qr6/|200|200|47259|—
/qr/qr7/|200|200|46504|—
/qr/qr8/|200|200|46788|—
/qr/qr9/|200|200|49042|—
